YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","AREA PLANTED in ACRES","PRODUCTION in $","PRODUCTION in TONS","YIELD in TONS / ACRE"
1958,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,782,000","645,612,000",66," ","697,261,000"," "," "
1958,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,571,000","65,982,000",42," ","69,281,000"," "," "
1958,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,421,000","66,787,000",47," ","80,144,000"," "," "
1958,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","447,000","12,069,000",27," ","14,362,000"," "," "
1959,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,807,000","46,982,000",26," ","53,090,000"," "," "
1959,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","22,000","385,000",17.5," ","585,000"," "," "
1959,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","380,000","12,160,000",32," ","13,376,000"," "," "
1959,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","167,000","11,857,000",71," ","16,600,000"," "," "
1959,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","306,000","15,606,000",51," ","17,479,000"," "," "
1959,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,000","198,000",66," ","297,000"," "," "
1959,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","153,000","7,650,000",50," ","9,639,000"," "," "
1959,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","327,000","8,502,000",26," ","9,777,000"," "," "
1959,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","2,151,000","58,077,000",27," ","66,208,000"," "," "
1959,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","25,000","1,888,000",75.5," ","2,473,000"," "," "
1959,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,789,000","655,863,000",67," ","695,215,000"," "," "
1959,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,051,000","315,688,000",62.5," ","325,159,000"," "," "
1959,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,139,000","789,035,000",65," ","796,925,000"," "," "
1959,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,730,000","72,660,000",42," ","74,113,000"," "," "
1959,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,689,000","76,005,000",45," ","83,606,000"," "," "
1959,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","393,000","12,183,000",31," ","14,376,000"," "," "
1960,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,705,000","44,330,000",26," ","50,093,000"," "," "
1960,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","21,000","346,000",16.5," ","516,000"," "," "
1960,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","305,000","9,608,000",31.5," ","10,569,000"," "," "
1960,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","130,000","9,360,000",72," ","12,917,000"," "," "
1960,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","251,000","12,926,000",51.5," ","13,960,000"," "," "
1960,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","3,000","201,000",67," ","291,000"," "," "
1960,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","151,000","9,362,000",62," ","11,328,000"," "," "
1960,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","307,000","8,903,000",29," ","9,971,000"," "," "
1960,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,850,000","56,425,000",30.5," ","65,453,000"," "," "
1960,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","21,000","1,596,000",76," ","2,075,000"," "," "
1960,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,985,000","678,980,000",68," ","678,980,000"," "," "
1960,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,152,000","350,336,000",68," ","343,329,000"," "," "
1960,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","12,166,000","772,541,000",63.5," ","749,365,000"," "," "
1960,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,725,000","78,488,000",45.5," ","77,703,000"," "," "
1960,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,529,000","73,392,000",48," ","79,997,000"," "," "
1960,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","338,000","9,126,000",27," ","10,860,000"," "," "
1961,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,330,000","43,890,000",33," ","50,035,000"," "," "
1961,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","21,000","378,000",18," ","567,000"," "," "
1961,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","238,000","8,449,000",35.5," ","9,716,000"," "," "
1961,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","91,000","6,552,000",72," ","8,845,000"," "," "
1961,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","231,000","14,438,000",62.5," ","16,604,000"," "," "
1961,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","2,000","136,000",68," ","197,000"," "," "
1961,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","118,000","7,316,000",62," ","9,364,000"," "," "
1961,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","332,000","11,620,000",35," ","12,433,000"," "," "
1961,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,684,000","60,624,000",36," ","70,324,000"," "," "
1961,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","23,000","1,794,000",78," ","2,422,000"," "," "
1961,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","8,188,000","646,852,000",79," ","711,537,000"," "," "
1961,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,019,000","297,406,000",74," ","312,276,000"," "," "
1961,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,976,000","753,188,000",75.5," ","820,975,000"," "," "
1961,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,225,000","58,800,000",48," ","64,092,000"," "," "
1961,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,116,000","61,380,000",55," ","70,587,000"," "," "
1961,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","267,000","9,879,000",37," ","11,657,000"," "," "
1962,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,144,000","31,460,000",27.5," ","38,696,000"," "," "
1962,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","17,000","408,000",24," ","608,000"," "," "
1962,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","207,000","6,728,000",32.5," ","8,006,000"," "," "
1962,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","77,000","5,929,000",77," ","8,241,000"," "," "
1962,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","196,000","10,584,000",54," ","12,701,000"," "," "
1962,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","2,000","146,000",73," ","226,000"," "," "
1962,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","123,000","8,118,000",66," ","10,716,000"," "," "
1962,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","319,000","11,803,000",37," ","14,046,000"," "," "
1962,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,549,000","46,470,000",30," ","59,946,000"," "," "
1962,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","23,000","1,725,000",75," ","2,329,000"," "," "
1962,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","8,270,000","702,950,000",85," ","787,304,000"," "," "
1962,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,140,000","339,480,000",82," ","366,638,000"," "," "
1962,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,677,000","745,129,000",77," ","812,191,000"," "," "
1962,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,298,000","66,198,000",51," ","72,818,000"," "," "
1962,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,116,000","64,728,000",58," ","74,437,000"," "," "
1962,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","222,000","6,216,000",28," ","7,459,000"," "," "
1963,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,133,000","40,222,000",35.5," ","49,473,000"," "," "
1963,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","18,000","450,000",25," ","711,000"," "," "
1963,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","174,000","5,916,000",34," ","7,395,000"," "," "
1963,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","98,000","7,546,000",77," ","11,017,000"," "," "
1963,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","178,000","11,570,000",65," ","14,000,000"," "," "
1963,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"135,000","10,796,000",80," "," "," "," "
1963,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"43,000","774,000",18," "," "," "," "
1963,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","2,000","150,000",75," ","240,000"," "," "
1963,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","149,000","7,897,000",53," ","10,424,000"," "," "
1963,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","335,000","13,400,000",40," ","15,544,000"," "," "
1963,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,549,000","66,607,000",43," ","81,927,000"," "," "
1963,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","21,000","1,680,000",80," ","2,251,000"," "," "
1963,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","8,849,000","769,863,000",87," ","862,247,000"," "," "
1963,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,306,000","374,622,000",87," ","412,084,000"," "," "
1963,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","10,645,000","851,600,000",80," ","894,180,000"," "," "
1963,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,350,000","62,100,000",46," ","69,552,000"," "," "
1963,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,094,000","72,204,000",66," ","85,201,000"," "," "
1963,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","233,000","7,223,000",31," ","8,957,000"," "," "
1964,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,020,000","36,210,000",35.5," ","44,900,000"," "," "
1964,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","21,000","567,000",27," ","907,000"," "," "
1964,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","132,000","3,366,000",25.5," ","4,174,000"," "," "
1964,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","107,000","8,774,000",82," ","12,986,000"," "," "
1964,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","176,000","11,704,000",66.5," ","14,747,000"," "," "
1964,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"145,000","11,270,000",77.5," "," "," "," "
1964,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"31,000","434,000",14," "," "," "," "
1964,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,000","71,000",71," ","117,000"," "," "
1964,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","158,000","8,216,000",52," ","10,516,000"," "," "
1964,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","332,000","9,628,000",29," ","11,842,000"," "," "
1964,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,487,000","57,993,000",39," ","73,071,000"," "," "
1964,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","20,000","1,490,000",74.5," ","2,012,000"," "," "
1964,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,253,000","740,240,000",80," ","866,081,000"," "," "
1964,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,435,000","319,320,000",72," ","367,218,000"," "," "
1964,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,738,000","754,695,000",77.5," ","845,258,000"," "," "
1964,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,040,000","46,800,000",45," ","55,692,000"," "," "
1964,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,039,000","58,184,000",56," ","73,312,000"," "," "
1964,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","200,000","6,200,000",31," ","7,688,000"," "," "
1965,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","945,000","40,635,000",43," ","50,387,000"," "," "
1965,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","20,000","560,000",28," ","857,000"," "," "
1965,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","98,000","3,626,000",37," ","4,605,000"," "," "
1965,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","144,000","12,816,000",89," ","18,455,000"," "," "
1965,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","192,000","13,632,000",71," ","17,176,000"," "," "
1965,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"165,000","13,092,000",79.5," "," "," "," "
1965,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"27,000","540,000",20," "," "," "," "
1965,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,000","65,000",65," ","111,000"," "," "
1965,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","199,000","14,925,000",75," ","18,507,000"," "," "
1965,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","352,000","15,488,000",44," ","18,586,000"," "," "
1965,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,413,000","69,237,000",49," ","86,546,000"," "," "
1965,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","20,000","1,500,000",75," ","2,040,000"," "," "
1965,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,777,000","919,038,000",94," ","1,066,084,000"," "," "
1965,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,701,000","441,894,000",94," ","494,921,000"," "," "
1965,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,933,000","814,506,000",82," ","920,392,000"," "," "
1965,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,050,000","61,950,000",59," ","72,482,000"," "," "
1965,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,049,000","72,381,000",69," ","90,476,000"," "," "
1965,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","182,000","6,370,000",35," ","8,026,000"," "," "
1966,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","872,000","29,648,000",34," ","43,286,000"," "," "
1966,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","19,000","684,000",36," ","1,081,000"," "," "
1966,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","76,000","2,318,000",30.5," ","3,129,000"," "," "
1966,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","180,000","16,560,000",92," ","25,006,000"," "," "
1966,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","223,000","17,840,000",80," ","23,549,000"," "," "
1966,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"195,000","17,028,000",87.5," "," "," "," "
1966,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"28,000","812,000",29," "," "," "," "
1966,CONNECTICUT,09,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,000","72,000",72," ","126,000"," "," "
1966,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","209,000","7,942,000",38," ","11,516,000"," "," "
1966,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","359,000","15,437,000",43," ","20,994,000"," "," "
1966,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,427,000","61,361,000",43," ","89,587,000"," "," "
1966,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","18,000","1,386,000",77," ","1,899,000"," "," "
1966,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","10,342,000","848,044,000",82," ","1,060,055,000"," "," "
1966,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,077,000","406,160,000",80," ","499,577,000"," "," "
1966,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","10,132,000","901,748,000",89," ","1,055,045,000"," "," "
1966,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,029,000","59,682,000",58," ","76,393,000"," "," "
1966,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,102,000","65,018,000",59," ","88,424,000"," "," "
1966,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","151,000","6,795,000",45," ","9,173,000"," "," "
1967,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","899,000","42,253,000",47," ","49,013,000"," "," "
1967,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","21,000","777,000",37," ","1,049,000"," "," "
1967,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","62,000","2,604,000",42," ","3,255,000"," "," "
1967,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","220,000","18,480,000",84," ","24,394,000"," "," "
1967,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","270,000","22,140,000",82," ","25,461,000"," "," "
1967,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"238,000","21,468,000",90," "," "," "," "
1967,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"32,000","672,000",21," "," "," "," "
1967,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","211,000","15,403,000",73," ","16,943,000"," "," "
1967,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","461,000","23,050,000",50," ","25,355,000"," "," "
1967,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,613,000","93,554,000",58," ","103,845,000"," "," "
1967,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","22,000","1,782,000",81," ","2,317,000"," "," "
1967,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","10,788,000","1,121,952,000",104," ","1,144,391,000"," "," "
1967,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","5,382,000","462,852,000",86," ","458,223,000"," "," "
1967,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","11,145,000","986,332,000",88.5," ","996,195,000"," "," "
1967,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,060,000","72,080,000",68," ","76,405,000"," "," "
1967,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,168,000","93,440,000",80," ","104,653,000"," "," "
1967,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","148,000","7,400,000",50," ","9,620,000"," "," "
1968,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","711,000","25,596,000",36," ","30,203,000"," "," "
1968,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","17,000","544,000",32," ","805,000"," "," "
1968,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","51,000","2,091,000",41," ","2,530,000"," "," "
1968,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","185,000","17,575,000",95," ","23,902,000"," "," "
1968,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","282,000","23,970,000",85," ","27,566,000"," "," "
1968,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"254,000","23,340,000",92," "," "," "," "
1968,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",NON-IRRIGATED,"28,000","630,000",22.5," "," "," "," "
1968,DELAWARE,10,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","177,000","8,673,000",49," ","9,887,000"," "," "
1968,FLORIDA,12,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","396,000","16,632,000",42," ","19,792,000"," "," "
1968,GEORGIA,13,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,565,000","62,600,000",40," ","73,242,000"," "," "
1968,IDAHO,16,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","24,000","1,968,000",82," ","2,440,000"," "," "
1968,ILLINOIS,17,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","10,088,000","907,920,000",90," ","998,712,000"," "," "
1968,INDIANA,18,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","4,736,000","416,768,000",88," ","437,606,000"," "," "
1968,IOWA,19,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","9,775,000","909,075,000",93," ","972,710,000"," "," "
1968,KANSAS,20,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,134,000","88,452,000",78," ","93,759,000"," "," "
1968,KENTUCKY,21,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","1,027,000","67,782,000",66," ","79,305,000"," "," "
1968,LOUISIANA,22,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","139,000","7,228,000",52," ","9,035,000"," "," "
1969,ALABAMA,01,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","654,000","21,582,000",33," ","29,352,000"," "," "
1969,ARIZONA,04,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","20,000","540,000",27," ","794,000"," "," "
1969,ARKANSAS,05,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","43,000","1,548,000",36," ","1,950,000"," "," "
1969,CALIFORNIA,06,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","177,000","16,284,000",92," ","23,449,000"," "," "
1969,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN","ALL PRODUCTION PRACTICES","334,000","31,730,000",95," ","37,441,000"," "," "
1969,COLORADO,08,"  ","   ",YEAR,"CORN, GRAIN",IRRIGATED,"303,000","31,094,000",102.5," "," "," "," "
